Zip Code,Size of adjusted gross income,Number of returns,Real estate taxes,Home mortgage interest paid ,Total charitable contributions,Taxable income,Income tax
,,,,,,,
,,-1,-69,-75,-85,-91,-133
75104,"$75,000 under $100,000",2000,4720,6148,7042,117758,16400
75104,"$100,000 under $200,000",2390,9459,11166,12951,239737,40292
75104,"$200,000 or more",600,5390,4828,10179,207307,56261
,,,,,,,
75105,,120,0,0,0,3705,488
75105,"$1 under $25,000",40,0,0,0,0,0
75105,"$25,000 under $50,000",30,0,0,0,1391,147
75105,"$50,000 under $75,000",20,0,0,0,0,0
75105,"$75,000 under $100,000",30,0,0,0,2314,341
75105,"$100,000 under $200,000",0,0,0,0,0,0
75105,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75109,,1730,2142,2548,1682,72505,11827
75109,"$1 under $25,000",590,73,0,54,1347,125
75109,"$25,000 under $50,000",390,149,276,122,6571,653
75109,"$50,000 under $75,000",240,300,288,295,9071,1046
75109,"$75,000 under $100,000",190,287,473,206,11490,1449
75109,"$100,000 under $200,000",250,843,975,551,25637,4183
75109,"$200,000 or more",70,490,536,454,18389,4371
,,,,,,,
75110,,11410,4560,4727,8215,277235,41668
75110,"$1 under $25,000",5270,230,227,273,10963,965
75110,"$25,000 under $50,000",3340,571,687,967,51744,4843
75110,"$50,000 under $75,000",1290,571,685,966,47871,5455
75110,"$75,000 under $100,000",690,701,894,1237,41412,5410
75110,"$100,000 under $200,000",660,1378,1549,1921,65103,10430
75110,"$200,000 or more",160,1109,685,2851,60142,14565
,,,,,,,
75114,,2490,2285,2960,2761,105408,17450
75114,"$1 under $25,000",750,73,112,20,1746,158
75114,"$25,000 under $50,000",580,254,287,237,10700,1070
75114,"$50,000 under $75,000",410,397,497,442,16262,1947
75114,"$75,000 under $100,000",320,471,616,426,18917,2431
75114,"$100,000 under $200,000",380,856,1171,1059,38564,6325
75114,"$200,000 or more",50,234,277,577,19219,5519
,,,,,,,
75115,,25880,30302,41975,59393,789752,122140
75115,"$1 under $25,000",9440,1758,2647,2213,20789,1749
75115,"$25,000 under $50,000",7250,4820,7098,9757,125757,12181
75115,"$50,000 under $75,000",4040,6541,9756,12023,149799,18586
75115,"$75,000 under $100,000",2230,5655,7656,10200,128294,18186
75115,"$100,000 under $200,000",2500,8873,12174,18040,242374,40770
75115,"$200,000 or more",420,2655,2644,7160,122739,30668
,,,,,,,
75116,,8950,3935,4416,7646,201630,27612
75116,"$1 under $25,000",3780,342,415,336,8735,758
75116,"$25,000 under $50,000",2790,871,1119,1661,44952,4170
75116,"$50,000 under $75,000",1210,945,1116,1678,45304,5367
75116,"$75,000 under $100,000",610,688,748,1290,35906,4725
75116,"$100,000 under $200,000",500,810,851,1866,49161,7960
75116,"$200,000 or more",60,279,167,815,17572,4632
,,,,,,,
75117,,1660,905,1568,1337,54237,8337
75117,"$1 under $25,000",640,0,0,83,1123,112
75117,"$25,000 under $50,000",390,148,229,153,6562,679
75117,"$50,000 under $75,000",250,137,224,200,9289,1078
75117,"$75,000 under $100,000",180,152,312,244,10792,1407
75117,"$100,000 under $200,000",170,300,803,421,17257,2773
75117,"$200,000 or more",30,168,0,236,9214,2288
,,,,,,,
75119,,11360,5649,7339,8436,339405,54119
75119,"$1 under $25,000",4500,346,383,336,10498,906
75119,"$25,000 under $50,000",3370,544,679,1129,56023,5367
75119,"$50,000 under $75,000",1560,936,1179,1345,60192,7267
75119,"$75,000 under $100,000",830,813,1263,1013,50663,6552
75119,"$100,000 under $200,000",920,1917,2707,2696,94768,15656
75119,"$200,000 or more",180,1093,1128,1917,67261,18371
,,,,,,,
75124,,1900,994,1402,1370,56266,8278
75124,"$1 under $25,000",780,38,0,71,1570,145
75124,"$25,000 under $50,000",490,99,200,125,8066,831
75124,"$50,000 under $75,000",240,159,208,200,9086,1097
75124,"$75,000 under $100,000",170,195,290,250,10169,1297
75124,"$100,000 under $200,000",190,503,704,724,18936,3036
75124,"$200,000 or more",30,0,0,0,8439,1872
,,,,,,,
75125,,3010,727,1375,1570,66628,9238
75125,"$1 under $25,000",1290,64,100,121,2744,238
75125,"$25,000 under $50,000",950,143,295,489,14780,1363
75125,"$50,000 under $75,000",420,153,344,339,15213,1790
75125,"$75,000 under $100,000",180,116,207,235,10896,1425
75125,"$100,000 under $200,000",150,251,429,386,15036,2437
75125,"$200,000 or more",20,0,0,0,7959,1985
,,,,,,,
75126,,20780,38808,49306,34916,988244,159077
75126,"$1 under $25,000",5310,1189,1391,680,13029,1172
75126,"$25,000 under $50,000",4310,4375,5425,2956,77253,7487
75126,"$50,000 under $75,000",3590,6514,8368,4856,135604,15738
75126,"$75,000 under $100,000",2830,7418,9793,5978,164873,20745
75126,"$100,000 under $200,000",4100,15327,19962,13603,406787,65964
75126,"$200,000 or more",640,3985,4367,6843,190698,47971
,,,,,,,
75127,,650,126,318,183,13738,1759
75127,"$1 under $25,000",290,0,0,0,568,58
75127,"$25,000 under $50,000",170,41,147,80,2468,233
75127,"$50,000 under $75,000",90,0,0,0,3425,409
75127,"$75,000 under $100,000",50,85,171,103,2810,348
75127,"$100,000 under $200,000",50,0,0,0,4467,711
75127,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75134,,9640,5723,8987,12177,165990,19821
75134,"$1 under $25,000",4360,542,857,749,9117,728
75134,"$25,000 under $50,000",3140,1978,3135,3900,51079,4576
75134,"$50,000 under $75,000",1330,1703,2786,3909,48224,5794
75134,"$75,000 under $100,000",490,822,1238,1801,27978,3884
75134,"$100,000 under $200,000",320,678,971,1818,29592,4839
75134,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75135,,3060,3087,4538,3150,127044,20857
75135,"$1 under $25,000",1000,126,162,87,2470,226
75135,"$25,000 under $50,000",680,251,441,210,11491,1097
75135,"$50,000 under $75,000",430,388,582,369,16138,1826
75135,"$75,000 under $100,000",390,572,869,523,23424,2961
75135,"$100,000 under $200,000",500,1408,2050,1227,50226,8086
75135,"$200,000 or more",60,342,434,734,23295,6661
,,,,,,,
75137,,9450,8189,9398,15656,313684,53865
75137,"$1 under $25,000",3490,510,673,652,8352,710
75137,"$25,000 under $50,000",2730,1217,1728,2489,47288,4684
75137,"$50,000 under $75,000",1420,1598,1995,2797,53732,6586
75137,"$75,000 under $100,000",740,1315,1650,2271,44145,6178
75137,"$100,000 under $200,000",910,2658,2724,5502,91723,15465
75137,"$200,000 or more",160,891,628,1945,68444,20242
,,,,,,,
75140,,2800,996,1405,1596,79739,12497
75140,"$1 under $25,000",1180,62,0,95,2295,214
75140,"$25,000 under $50,000",720,148,259,171,11618,1130
75140,"$50,000 under $75,000",420,194,267,217,15438,1768
75140,"$75,000 under $100,000",220,143,240,253,13432,1682
75140,"$100,000 under $200,000",230,449,639,860,22647,3684
75140,"$200,000 or more",30,0,0,0,14309,4019
,,,,,,,
75141,,1610,279,574,1118,28771,3737
75141,"$1 under $25,000",760,0,0,0,1591,138
75141,"$25,000 under $50,000",520,78,198,446,7784,717
75141,"$50,000 under $75,000",200,96,211,386,6910,816
75141,"$75,000 under $100,000",80,105,165,286,4433,562
75141,"$100,000 under $200,000",50,0,0,0,8053,1504
75141,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75142,,8690,4953,7375,7954,303556,51221
75142,"$1 under $25,000",3270,293,364,278,7227,663
75142,"$25,000 under $50,000",2320,493,866,755,38316,3722
75142,"$50,000 under $75,000",1290,752,1339,1193,49255,5883
75142,"$75,000 under $100,000",780,883,1370,1212,46467,5955
75142,"$100,000 under $200,000",870,1872,2782,3047,87549,14301
75142,"$200,000 or more",160,660,654,1469,74742,20697
,,,,,,,
75143,,5820,3310,4160,4047,179640,28500
75143,"$1 under $25,000",2380,171,239,246,4788,451
75143,"$25,000 under $50,000",1500,329,450,345,25696,2651
75143,"$50,000 under $75,000",850,459,610,566,32930,3939
75143,"$75,000 under $100,000",490,526,746,550,29753,4018
75143,"$100,000 under $200,000",480,1039,1383,1266,48067,7915
75143,"$200,000 or more",120,786,732,1074,38406,9526
,,,,,,,
75144,,1310,776,921,880,40564,6494
75144,"$1 under $25,000",550,0,164,0,1001,90
75144,"$25,000 under $50,000",330,82,0,126,5571,551
75144,"$50,000 under $75,000",170,154,173,290,6587,793
75144,"$75,000 under $100,000",110,0,0,0,6879,870
75144,"$100,000 under $200,000",130,540,584,464,13067,2177
75144,"$200,000 or more",20,0,0,0,7459,2013
,,,,,,,
75146,,10470,6942,10422,14900,241633,33608
75146,"$1 under $25,000",4220,518,819,885,10000,801
75146,"$25,000 under $50,000",3300,1852,2842,3884,54605,4970
75146,"$50,000 under $75,000",1610,1894,2964,3680,60978,7676
75146,"$75,000 under $100,000",730,1187,1799,2799,42678,5914
75146,"$100,000 under $200,000",550,1202,1781,3091,52207,8570
75146,"$200,000 or more",60,289,217,561,21165,5677
,,,,,,,
75147,,3120,1525,2126,2311,93983,14217
75147,"$1 under $25,000",1290,88,148,111,2761,256
75147,"$25,000 under $50,000",790,184,278,234,13803,1411
75147,"$50,000 under $75,000",420,251,332,328,15983,1875
75147,"$75,000 under $100,000",280,254,336,384,17013,2182
75147,"$100,000 under $200,000",290,518,755,710,28292,4602
75147,"$200,000 or more",50,230,277,544,16131,3891
,,,,,,,
75148,,2360,1622,1728,1844,71404,11767
75148,"$1 under $25,000",1080,94,127,90,2504,237
75148,"$25,000 under $50,000",590,152,160,176,9623,984
75148,"$50,000 under $75,000",260,141,161,133,10018,1198
75148,"$75,000 under $100,000",170,238,258,300,10031,1340
75148,"$100,000 under $200,000",200,528,587,561,19819,3178
75148,"$200,000 or more",60,469,435,584,19409,4830
,,,,,,,
75149,,25500,8515,11604,16856,556831,76353
75149,"$1 under $25,000",11120,584,888,987,23994,2044
75149,"$25,000 under $50,000",7890,1931,2822,3408,129775,12247
75149,"$50,000 under $75,000",3420,2053,3117,3677,129435,15459
75149,"$75,000 under $100,000",1600,1412,2045,2888,96969,13194
75149,"$100,000 under $200,000",1320,1978,2305,4458,131478,21853
75149,"$200,000 or more",150,557,427,1438,45180,11556
,,,,,,,
75150,,28130,8232,11387,16874,630975,85027
75150,"$1 under $25,000",11610,639,1039,948,28208,2419
75150,"$25,000 under $50,000",9280,1726,2591,3531,162845,15931
75150,"$50,000 under $75,000",3880,2022,2950,3669,148546,18285
75150,"$75,000 under $100,000",1730,1431,2043,2916,106388,14792
75150,"$100,000 under $200,000",1500,2112,2487,4532,151316,25491
75150,"$200,000 or more",130,302,277,1278,33672,8109
,,,,,,,
75152,,2180,1202,1801,1910,78349,12828
75152,"$1 under $25,000",780,74,0,66,1603,151
75152,"$25,000 under $50,000",600,169,321,253,10044,987
75152,"$50,000 under $75,000",320,172,321,255,12373,1415
75152,"$75,000 under $100,000",210,192,282,225,12998,1695
75152,"$100,000 under $200,000",220,400,685,655,22466,3645
75152,"$200,000 or more",50,195,192,456,18865,4935
,,,,,,,
75153,,280,87,0,0,5105,573
75153,"$1 under $25,000",130,0,0,0,218,16
75153,"$25,000 under $50,000",80,0,0,0,1337,131
75153,"$50,000 under $75,000",40,87,0,0,1489,162
75153,"$75,000 under $100,000",30,0,0,0,2061,264
75153,"$100,000 under $200,000",0,0,0,0,0,0
75153,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75154,,19060,22763,30351,32098,698263,111782
75154,"$1 under $25,000",6480,1023,1278,882,15729,1362
75154,"$25,000 under $50,000",4820,2852,4377,4107,82010,7943
75154,"$50,000 under $75,000",3000,4374,6159,5510,112771,13593
75154,"$75,000 under $100,000",1910,3837,5245,5026,111490,14737
75154,"$100,000 under $200,000",2410,8036,10591,11033,241122,39540
75154,"$200,000 or more",440,2641,2701,5540,135141,34607
,,,,,,,
75155,,1100,205,327,296,24535,3473
75155,"$1 under $25,000",490,0,0,0,952,89
75155,"$25,000 under $50,000",320,0,0,150,4743,410
75155,"$50,000 under $75,000",150,102,182,0,5523,611
75155,"$75,000 under $100,000",80,0,0,146,5149,701
75155,"$100,000 under $200,000",60,103,145,0,8168,1662
75155,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75156,,5660,4415,5027,3902,172889,29133
75156,"$1 under $25,000",2570,179,258,172,4764,464
75156,"$25,000 under $50,000",1350,490,538,451,22216,2309
75156,"$50,000 under $75,000",690,465,677,441,26685,3273
75156,"$75,000 under $100,000",450,550,711,514,26892,3628
75156,"$100,000 under $200,000",450,1432,1787,1315,45641,7692
75156,"$200,000 or more",150,1299,1056,1009,46691,11767
,,,,,,,
75158,,1980,1335,2147,1990,78166,12445
75158,"$1 under $25,000",610,0,0,0,1368,136
75158,"$25,000 under $50,000",500,138,247,245,9006,932
75158,"$50,000 under $75,000",340,210,333,286,12924,1510
75158,"$75,000 under $100,000",210,198,364,354,12835,1655
75158,"$100,000 under $200,000",280,556,919,724,27858,4488
75158,"$200,000 or more",40,233,284,381,14175,3724
,,,,,,,
75159,,7840,3746,5902,6007,198743,29218
75159,"$1 under $25,000",3090,275,366,338,6474,560
75159,"$25,000 under $50,000",2450,683,1345,1257,39674,3818
75159,"$50,000 under $75,000",1130,745,1262,1152,40975,4732
75159,"$75,000 under $100,000",580,620,967,925,34330,4461
75159,"$100,000 under $200,000",510,1140,1612,1710,51300,8635
75159,"$200,000 or more",80,283,350,625,25990,7012
,,,,,,,
75160,,11080,8225,10366,11495,360980,61665
75160,"$1 under $25,000",4620,357,436,381,9840,884
75160,"$25,000 under $50,000",3020,1007,1408,1471,49849,4932
75160,"$50,000 under $75,000",1390,1119,1501,1542,53200,6393
75160,"$75,000 under $100,000",800,1137,1671,1409,47843,6420
75160,"$100,000 under $200,000",1000,3045,3867,3441,103890,17477
75160,"$200,000 or more",250,1560,1483,3251,96358,25559
,,,,,,,
75161,,2870,1661,2578,2517,99662,16588
75161,"$1 under $25,000",1060,104,150,90,2197,204
75161,"$25,000 under $50,000",780,271,398,309,13008,1341
75161,"$50,000 under $75,000",420,252,487,371,15815,1885
75161,"$75,000 under $100,000",280,271,469,346,17409,2375
75161,"$100,000 under $200,000",270,531,787,1019,27106,4410
75161,"$200,000 or more",60,232,287,382,24127,6373
,,,,,,,
75163,,940,910,910,846,35921,6273
75163,"$1 under $25,000",340,0,0,0,720,68
75163,"$25,000 under $50,000",240,173,276,251,4214,463
75163,"$50,000 under $75,000",120,108,0,0,4532,569
75163,"$75,000 under $100,000",100,157,184,118,6121,817
75163,"$100,000 under $200,000",110,472,450,477,10984,1845
75163,"$200,000 or more",30,0,0,0,9350,2511
,,,,,,,
75165,,19180,19209,24480,27520,753581,126170
75165,"$1 under $25,000",6710,824,1047,682,16031,1444
75165,"$25,000 under $50,000",4900,2019,2582,2561,85724,8420
75165,"$50,000 under $75,000",2780,2824,4027,3393,106839,12714
75165,"$75,000 under $100,000",1890,3305,4381,3632,112982,14594
75165,"$100,000 under $200,000",2410,7110,9099,8854,244645,40121
75165,"$200,000 or more",490,3127,3344,8398,187360,48877
,,,,,,,
75166,,2150,4284,5845,2848,112821,18130
75166,"$1 under $25,000",510,155,176,75,1314,118
75166,"$25,000 under $50,000",420,389,496,228,7976,816
75166,"$50,000 under $75,000",340,653,930,340,13041,1528
75166,"$75,000 under $100,000",320,973,1329,584,19143,2425
75166,"$100,000 under $200,000",490,1747,2480,1335,48774,7940
75166,"$200,000 or more",70,367,434,286,22573,5303
,,,,,,,
75167,,4420,6731,11065,8652,238941,42547
75167,"$1 under $25,000",1280,192,343,156,3203,290
75167,"$25,000 under $50,000",820,547,756,530,14635,1476
75167,"$50,000 under $75,000",610,889,1377,963,23098,2731
75167,"$75,000 under $100,000",530,1027,1661,1270,31179,3924
75167,"$100,000 under $200,000",990,3020,5262,3376,100253,16343
75167,"$200,000 or more",190,1056,1666,2357,66573,17783
,,,,,,,
75169,,6300,2691,4776,4359,189140,29113
75169,"$1 under $25,000",2580,146,317,178,5516,534
75169,"$25,000 under $50,000",1660,283,568,730,28516,2905
75169,"$50,000 under $75,000",880,384,754,788,33791,4088
75169,"$75,000 under $100,000",520,524,907,629,30891,4047
75169,"$100,000 under $200,000",560,975,1616,1354,56864,9331
75169,"$200,000 or more",100,379,614,680,33562,8208
,,,,,,,
75172,,1890,158,370,706,24692,2608
75172,"$1 under $25,000",940,0,0,64,1967,168
75172,"$25,000 under $50,000",660,89,208,312,10009,879
75172,"$50,000 under $75,000",220,69,162,330,7786,881
75172,"$75,000 under $100,000",50,0,0,0,2970,375
75172,"$100,000 under $200,000",20,0,0,0,1960,305
75172,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75173,,2680,2520,4429,2382,111265,18430
75173,"$1 under $25,000",840,80,157,49,2116,198
75173,"$25,000 under $50,000",610,297,563,272,10750,1104
75173,"$50,000 under $75,000",430,444,813,327,16471,1949
75173,"$75,000 under $100,000",340,490,916,470,20739,2601
75173,"$100,000 under $200,000",410,1009,1739,982,41205,6699
75173,"$200,000 or more",50,200,241,282,19984,5879
,,,,,,,
75180,,10060,2264,3749,4539,156262,18294
75180,"$1 under $25,000",4750,151,333,317,9263,767
75180,"$25,000 under $50,000",3410,685,1225,1429,51669,4608
75180,"$50,000 under $75,000",1200,691,1127,1255,42636,4821
75180,"$75,000 under $100,000",420,303,480,699,23915,3089
75180,"$100,000 under $200,000",280,434,584,839,28779,5009
75180,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75181,,12270,12362,17377,17616,391115,55965
75181,"$1 under $25,000",4280,678,1009,574,10210,874
75181,"$25,000 under $50,000",3040,2174,3123,2751,51586,4882
75181,"$50,000 under $75,000",2070,3006,4354,3800,78175,9306
75181,"$75,000 under $100,000",1230,2376,3246,3357,71701,9426
75181,"$100,000 under $200,000",1510,3590,5057,6109,147060,23953
75181,"$200,000 or more",140,538,588,1025,32383,7524
,,,,,,,
75182,,2880,11590,11237,15464,292829,66775
75182,"$1 under $25,000",680,219,0,80,1359,120
75182,"$25,000 under $50,000",350,372,467,275,6169,657
75182,"$50,000 under $75,000",290,637,531,769,11137,1429
75182,"$75,000 under $100,000",300,1199,1242,1138,16916,2193
75182,"$100,000 under $200,000",790,4885,4836,4731,81028,13384
75182,"$200,000 or more",470,4278,4161,8471,176220,48992
,,,,,,,
75189,,12630,18601,25980,14708,551138,87496
75189,"$1 under $25,000",3650,518,667,272,8888,796
75189,"$25,000 under $50,000",2790,1921,2596,1355,47712,4650
75189,"$50,000 under $75,000",1970,2843,4009,1733,74400,8535
75189,"$75,000 under $100,000",1580,3385,4930,2372,93797,11881
75189,"$100,000 under $200,000",2290,7766,10847,5862,229718,37642
75189,"$200,000 or more",350,2168,2931,3114,96623,23992
,,,,,,,
75201,,9330,30443,15085,77076,2095316,582707
75201,"$1 under $25,000",1630,131,137,170,6099,521
75201,"$25,000 under $50,000",1910,358,343,634,48562,5943
75201,"$50,000 under $75,000",1880,493,624,1016,90442,14370
75201,"$75,000 under $100,000",1070,663,566,972,76000,13951
75201,"$100,000 under $200,000",1550,2845,2960,2935,180329,36949
75201,"$200,000 or more",1290,25953,10455,71349,1693884,510973
,,,,,,,
75202,,1660,2560,2335,2898,152945,35209
75202,"$1 under $25,000",320,0,125,0,1332,120
75202,"$25,000 under $50,000",340,140,0,197,8366,1015
75202,"$50,000 under $75,000",340,210,309,201,16059,2513
75202,"$75,000 under $100,000",220,238,293,190,15477,2778
75202,"$100,000 under $200,000",290,536,661,598,33490,6857
75202,"$200,000 or more",150,1436,947,1712,78221,21926
,,,,,,,
75203,,6030,902,1167,2120,101724,14496
75203,"$1 under $25,000",3090,26,0,186,6553,569
75203,"$25,000 under $50,000",1970,127,255,639,32302,3192
75203,"$50,000 under $75,000",630,167,205,489,24865,3193
75203,"$75,000 under $100,000",170,66,127,211,11262,1808
75203,"$100,000 under $200,000",140,227,580,377,14052,2433
75203,"$200,000 or more",30,289,0,218,12690,3301
,,,,,,,
75204,,17910,22083,21774,25649,1456874,336998
75204,"$1 under $25,000",4010,486,583,249,13904,1184
75204,"$25,000 under $50,000",4140,758,877,993,99433,11895
75204,"$50,000 under $75,000",3640,1542,1719,1543,176094,28016
75204,"$75,000 under $100,000",2020,2155,2328,1412,144215,26360
75204,"$100,000 under $200,000",2750,6500,7426,3697,321216,65876
75204,"$200,000 or more",1350,10642,8841,17755,702012,203667
,,,,,,,
75205,,9620,113962,64637,184043,3864398,1133724
