Zip Code,Size of adjusted gross income,Number of returns,Real estate taxes,Mortgage interest paid,Total Charitable Contributions,Taxable income,Income tax
,,,,,,,
,,-1,-40,-44,-46,-48,-66
75844,"$75,000 under $100,000",170,117,201,305,10527,1356
75844,"$100,000 under $200,000",150,177,504,359,14584,2351
75844,"$200,000 or more",40,105,0,407,17552,4400
,,,,,,,
75845,,1080,253,470,403,26042,3675
75845,"$1 under $25,000",490,0,0,0,940,85
75845,"$25,000 under $50,000",290,105,183,96,4817,471
75845,"$50,000 under $75,000",130,0,0,142,4902,586
75845,"$75,000 under $100,000",90,55,129,0,5426,671
75845,"$100,000 under $200,000",80,93,158,165,9957,1862
75845,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75846,,1050,251,502,676,33713,5258
75846,"$1 under $25,000",430,34,0,0,811,75
75846,"$25,000 under $50,000",260,0,0,134,4210,417
75846,"$50,000 under $75,000",130,97,222,57,5327,683
75846,"$75,000 under $100,000",100,0,0,169,6077,826
75846,"$100,000 under $200,000",130,120,280,316,17288,3257
75846,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75847,,580,94,170,201,13591,1835
75847,"$1 under $25,000",260,0,0,0,607,52
75847,"$25,000 under $50,000",160,45,0,117,2644,263
75847,"$50,000 under $75,000",80,0,170,0,3381,421
75847,"$75,000 under $100,000",40,49,0,84,2330,285
75847,"$100,000 under $200,000",40,0,0,0,4629,814
75847,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75850,,230,73,146,142,8343,1383
75850,"$1 under $25,000",80,0,0,0,180,17
75850,"$25,000 under $50,000",60,0,146,0,1044,111
75850,"$50,000 under $75,000",50,73,0,142,2243,305
75850,"$75,000 under $100,000",0,0,0,0,0,0
75850,"$100,000 under $200,000",40,0,0,0,4876,950
75850,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75851,,970,356,609,831,28639,4157
75851,"$1 under $25,000",380,34,0,75,932,85
75851,"$25,000 under $50,000",260,63,206,142,4571,462
75851,"$50,000 under $75,000",150,85,192,233,5848,659
75851,"$75,000 under $100,000",100,0,0,0,6309,811
75851,"$100,000 under $200,000",80,174,211,381,10979,2140
75851,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75852,,690,224,454,622,18224,2163
75852,"$1 under $25,000",310,49,0,0,754,72
75852,"$25,000 under $50,000",200,0,180,113,3541,362
75852,"$50,000 under $75,000",90,94,0,246,3411,374
75852,"$75,000 under $100,000",40,0,274,0,2614,342
75852,"$100,000 under $200,000",50,81,0,263,7904,1013
75852,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75853,,420,191,400,375,13360,2131
75853,"$1 under $25,000",160,42,0,87,402,36
75853,"$25,000 under $50,000",110,0,226,0,1978,209
75853,"$50,000 under $75,000",50,59,0,127,2026,239
75853,"$75,000 under $100,000",50,0,0,0,3255,434
75853,"$100,000 under $200,000",50,90,174,161,5699,1213
75853,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75855,,980,248,625,567,24345,3420
75855,"$1 under $25,000",430,0,206,0,1058,94
75855,"$25,000 under $50,000",270,72,0,138,4652,469
75855,"$50,000 under $75,000",140,113,258,254,5498,657
75855,"$75,000 under $100,000",70,0,0,0,4248,568
75855,"$100,000 under $200,000",70,63,161,175,8889,1632
75855,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75856,,120,0,0,0,2744,329
75856,"$1 under $25,000",50,0,0,0,130,0
75856,"$25,000 under $50,000",30,0,0,0,505,133
75856,"$50,000 under $75,000",20,0,0,0,746,0
75856,"$75,000 under $100,000",20,0,0,0,1363,196
75856,"$100,000 under $200,000",0,0,0,0,0,0
75856,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75859,,820,1004,1529,955,46208,9901
75859,"$1 under $25,000",310,116,217,101,626,55
75859,"$25,000 under $50,000",170,0,0,0,2782,273
75859,"$50,000 under $75,000",110,102,225,95,4064,516
75859,"$75,000 under $100,000",80,125,256,73,5015,659
75859,"$100,000 under $200,000",110,374,586,342,12164,2150
75859,"$200,000 or more",40,287,245,344,21557,6248
,,,,,,,
75860,,2340,824,1448,1250,71235,10536
75860,"$1 under $25,000",930,0,0,65,1830,168
75860,"$25,000 under $50,000",590,170,215,241,10016,965
75860,"$50,000 under $75,000",350,104,279,243,13918,1681
75860,"$75,000 under $100,000",200,139,213,190,12727,1667
75860,"$100,000 under $200,000",240,411,741,511,25457,4346
75860,"$200,000 or more",30,0,0,0,7287,1709
,,,,,,,
75861,,770,164,409,310,19753,2658
75861,"$1 under $25,000",280,31,0,0,646,57
75861,"$25,000 under $50,000",260,0,0,154,4813,497
75861,"$50,000 under $75,000",120,67,281,0,4692,579
75861,"$75,000 under $100,000",60,0,0,156,3618,469
75861,"$100,000 under $200,000",50,66,128,0,5984,1056
75861,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75862,,3840,1453,2060,2135,87474,12891
75862,"$1 under $25,000",1870,135,149,154,3527,316
75862,"$25,000 under $50,000",1000,220,352,400,16870,1707
75862,"$50,000 under $75,000",450,210,343,385,17611,2160
75862,"$75,000 under $100,000",260,245,424,303,16241,2253
75862,"$100,000 under $200,000",220,436,535,496,21871,3738
75862,"$200,000 or more",40,207,257,397,11354,2717
,,,,,,,
75901,,11620,5930,7662,9883,376700,67410
75901,"$1 under $25,000",5630,250,285,299,12543,1081
75901,"$25,000 under $50,000",2900,650,1034,1058,49501,4779
75901,"$50,000 under $75,000",1400,741,1218,1344,54550,6518
75901,"$75,000 under $100,000",730,751,1215,1274,44927,6005
75901,"$100,000 under $200,000",720,1674,2133,2595,73438,12362
75901,"$200,000 or more",240,1864,1777,3313,141741,36665
,,,,,,,
75904,,13930,7435,9877,13994,430785,69933
75904,"$1 under $25,000",6530,290,376,473,14766,1288
75904,"$25,000 under $50,000",3370,754,1098,1283,58641,5694
75904,"$50,000 under $75,000",1730,1024,1750,1726,68062,8157
75904,"$75,000 under $100,000",1000,1051,1732,1938,61046,7864
75904,"$100,000 under $200,000",1020,2250,3288,3774,103888,17285
75904,"$200,000 or more",280,2066,1633,4800,124382,29645
,,,,,,,
75925,,1450,420,734,1350,32322,4811
75925,"$1 under $25,000",720,0,166,0,1388,112
75925,"$25,000 under $50,000",380,86,0,213,5861,536
75925,"$50,000 under $75,000",170,74,255,246,6454,774
75925,"$75,000 under $100,000",80,75,0,189,4939,646
75925,"$100,000 under $200,000",100,185,313,702,13680,2743
75925,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75926,,440,46,145,136,12103,1595
75926,"$1 under $25,000",180,0,0,0,484,43
75926,"$25,000 under $50,000",120,0,0,0,2316,243
75926,"$50,000 under $75,000",60,46,145,136,2305,275
75926,"$75,000 under $100,000",40,0,0,0,2399,311
75926,"$100,000 under $200,000",40,0,0,0,4599,723
75926,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75928,,480,52,116,311,9226,1208
75928,"$1 under $25,000",250,0,0,111,433,35
75928,"$25,000 under $50,000",100,0,0,0,1441,138
75928,"$50,000 under $75,000",60,0,116,0,2354,280
75928,"$75,000 under $100,000",40,52,0,200,2089,269
75928,"$100,000 under $200,000",30,0,0,0,2909,486
75928,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75929,,570,93,245,387,15711,2282
75929,"$1 under $25,000",250,22,0,80,290,26
75929,"$25,000 under $50,000",120,0,0,0,1994,208
75929,"$50,000 under $75,000",90,33,140,152,3727,497
75929,"$75,000 under $100,000",50,0,0,0,2902,385
75929,"$100,000 under $200,000",60,38,105,155,6798,1166
75929,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75930,,630,67,128,286,16220,2295
75930,"$1 under $25,000",250,0,0,0,461,43
75930,"$25,000 under $50,000",160,0,0,0,2625,265
75930,"$50,000 under $75,000",110,0,128,0,4212,511
75930,"$75,000 under $100,000",60,67,0,286,3641,493
75930,"$100,000 under $200,000",50,0,0,0,5281,983
75930,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75931,,930,556,1076,616,34998,5790
75931,"$1 under $25,000",380,0,0,0,664,59
75931,"$25,000 under $50,000",200,76,148,83,3399,343
75931,"$50,000 under $75,000",130,93,172,97,5181,624
75931,"$75,000 under $100,000",90,81,140,132,5365,724
75931,"$100,000 under $200,000",110,306,616,304,10738,1817
75931,"$200,000 or more",20,0,0,0,9651,2223
,,,,,,,
75932,,550,108,206,326,16090,2305
75932,"$1 under $25,000",240,0,0,74,475,47
75932,"$25,000 under $50,000",120,0,88,0,2155,208
75932,"$50,000 under $75,000",90,48,0,147,3419,426
75932,"$75,000 under $100,000",50,60,118,105,3171,424
75932,"$100,000 under $200,000",50,0,0,0,6870,1200
75932,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75933,,590,95,189,267,16501,2197
75933,"$1 under $25,000",230,0,75,0,432,41
75933,"$25,000 under $50,000",150,43,0,167,2543,257
75933,"$50,000 under $75,000",80,0,0,0,3141,365
75933,"$75,000 under $100,000",70,52,114,100,4090,553
75933,"$100,000 under $200,000",60,0,0,0,6295,981
75933,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75935,,5590,1573,2822,6818,173364,30303
75935,"$1 under $25,000",2590,108,185,240,5695,483
75935,"$25,000 under $50,000",1590,215,421,695,24152,2180
75935,"$50,000 under $75,000",640,188,520,634,24480,2826
75935,"$75,000 under $100,000",330,168,500,546,19986,2659
75935,"$100,000 under $200,000",310,441,759,1164,31292,5304
75935,"$200,000 or more",130,453,437,3539,67759,16851
,,,,,,,
75936,,350,66,0,241,11541,1741
75936,"$1 under $25,000",110,0,0,0,254,23
75936,"$25,000 under $50,000",100,0,0,0,1653,157
75936,"$50,000 under $75,000",70,66,0,241,2901,354
75936,"$75,000 under $100,000",30,0,0,0,1724,218
75936,"$100,000 under $200,000",40,0,0,0,5009,989
75936,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75937,,480,79,179,235,14881,2289
75937,"$1 under $25,000",190,22,0,0,427,38
75937,"$25,000 under $50,000",120,0,0,145,2058,202
75937,"$50,000 under $75,000",90,0,179,0,3447,370
75937,"$75,000 under $100,000",30,57,0,90,2124,300
75937,"$100,000 under $200,000",50,0,0,0,6825,1379
75937,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75938,,1000,240,514,572,26272,3794
75938,"$1 under $25,000",440,0,91,0,837,78
75938,"$25,000 under $50,000",240,59,0,140,4385,445
75938,"$50,000 under $75,000",160,64,236,222,6092,691
75938,"$75,000 under $100,000",80,45,0,0,4695,586
75938,"$100,000 under $200,000",80,72,187,210,10263,1994
75938,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75939,,1570,335,559,463,36774,5340
75939,"$1 under $25,000",740,59,99,0,1752,153
75939,"$25,000 under $50,000",420,0,0,128,6914,614
75939,"$50,000 under $75,000",200,36,204,119,7682,910
75939,"$75,000 under $100,000",110,47,0,0,6460,818
75939,"$100,000 under $200,000",100,193,256,216,13966,2845
75939,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75941,,3260,779,1362,1722,75533,10660
75941,"$1 under $25,000",1570,0,0,0,3261,282
75941,"$25,000 under $50,000",800,150,280,200,13391,1218
75941,"$50,000 under $75,000",470,148,265,294,17695,2001
75941,"$75,000 under $100,000",230,171,310,401,13872,1697
75941,"$100,000 under $200,000",170,310,507,827,17080,2804
75941,"$200,000 or more",20,0,0,0,10234,2658
,,,,,,,
75943,,550,126,429,296,15780,2268
75943,"$1 under $25,000",240,0,0,0,601,58
75943,"$25,000 under $50,000",130,0,0,0,2409,245
75943,"$50,000 under $75,000",80,64,257,176,2892,302
75943,"$75,000 under $100,000",50,0,0,0,3115,371
75943,"$100,000 under $200,000",50,62,172,120,6763,1292
75943,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75944,,550,90,185,311,17224,2428
75944,"$1 under $25,000",220,0,0,0,495,46
75944,"$25,000 under $50,000",130,0,0,78,2290,231
75944,"$50,000 under $75,000",90,37,0,0,3509,439
75944,"$75,000 under $100,000",50,0,0,0,3233,450
75944,"$100,000 under $200,000",60,53,185,233,7697,1262
75944,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75946,,1330,302,814,965,33802,4630
75946,"$1 under $25,000",620,0,0,69,1398,127
75946,"$25,000 under $50,000",310,82,212,159,5441,514
75946,"$50,000 under $75,000",180,63,159,172,6838,767
75946,"$75,000 under $100,000",110,52,128,166,6688,846
75946,"$100,000 under $200,000",110,105,315,399,13437,2376
75946,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75948,,2360,773,1547,1516,76392,12052
75948,"$1 under $25,000",1000,64,0,119,1964,186
75948,"$25,000 under $50,000",530,113,258,211,9396,977
75948,"$50,000 under $75,000",340,104,249,215,13193,1627
75948,"$75,000 under $100,000",200,113,283,147,12354,1727
75948,"$100,000 under $200,000",230,229,481,577,24067,4192
75948,"$200,000 or more",60,150,276,247,15418,3343
,,,,,,,
75949,,3190,1012,1808,1913,90102,13038
75949,"$1 under $25,000",1340,54,0,108,3227,306
75949,"$25,000 under $50,000",800,119,311,216,13740,1357
75949,"$50,000 under $75,000",470,154,294,343,18410,2146
75949,"$75,000 under $100,000",300,214,409,384,18251,2310
75949,"$100,000 under $200,000",250,342,794,862,24376,4058
75949,"$200,000 or more",30,129,0,0,12098,2861
,,,,,,,
75951,,6500,2390,3863,5626,172896,27565
75951,"$1 under $25,000",3050,144,203,185,5492,484
75951,"$25,000 under $50,000",1720,334,585,681,29412,2794
75951,"$50,000 under $75,000",760,362,621,801,28983,3408
75951,"$75,000 under $100,000",430,393,718,953,25954,3386
75951,"$100,000 under $200,000",430,695,1093,1419,44116,7549
75951,"$200,000 or more",110,462,643,1587,38939,9944
,,,,,,,
75954,,1320,390,913,1419,46531,7486
75954,"$1 under $25,000",500,0,87,0,943,85
75954,"$25,000 under $50,000",330,67,0,185,5878,589
75954,"$50,000 under $75,000",200,31,91,147,8075,969
75954,"$75,000 under $100,000",120,59,204,190,7104,906
75954,"$100,000 under $200,000",140,233,531,487,14278,2506
75954,"$200,000 or more",30,0,0,410,10253,2431
,,,,,,,
75956,,2820,761,1472,2535,81428,12294
75956,"$1 under $25,000",1190,23,0,99,2358,212
75956,"$25,000 under $50,000",650,102,207,273,10528,1019
75956,"$50,000 under $75,000",410,99,225,332,15354,1831
75956,"$75,000 under $100,000",270,172,348,503,16085,2064
75956,"$100,000 under $200,000",280,365,692,1328,27491,4526
75956,"$200,000 or more",20,0,0,0,9612,2642
,,,,,,,
75959,,370,132,126,210,12650,1820
75959,"$1 under $25,000",140,0,0,0,269,28
75959,"$25,000 under $50,000",90,37,0,142,1427,144
75959,"$50,000 under $75,000",60,0,126,0,2431,320
75959,"$75,000 under $100,000",30,95,0,0,1564,205
75959,"$100,000 under $200,000",50,0,0,68,6959,1123
75959,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75960,,370,41,0,91,9133,1211
75960,"$1 under $25,000",150,0,0,0,342,33
75960,"$25,000 under $50,000",110,41,0,91,1976,190
75960,"$50,000 under $75,000",60,0,0,0,2524,292
75960,"$75,000 under $100,000",30,0,0,0,1495,173
75960,"$100,000 under $200,000",20,0,0,0,2796,523
75960,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75961,,5470,1315,2661,4158,137801,22260
75961,"$1 under $25,000",2830,56,132,206,6317,530
75961,"$25,000 under $50,000",1290,165,364,419,22628,2263
75961,"$50,000 under $75,000",610,180,488,483,24843,3093
75961,"$75,000 under $100,000",350,196,547,618,20948,2791
75961,"$100,000 under $200,000",300,415,751,1101,30266,5081
75961,"$200,000 or more",90,303,379,1331,32799,8502
,,,,,,,
75964,,7360,1393,3370,3832,155927,22302
75964,"$1 under $25,000",3740,59,156,110,7720,670
75964,"$25,000 under $50,000",2030,220,530,576,31417,2886
75964,"$50,000 under $75,000",800,269,719,568,30847,3536
75964,"$75,000 under $100,000",400,269,774,755,24244,3089
75964,"$100,000 under $200,000",330,358,810,1194,33478,5603
75964,"$200,000 or more",60,218,381,629,28221,6518
,,,,,,,
75965,,6690,5065,8103,10648,288247,51886
75965,"$1 under $25,000",2790,205,354,237,7549,637
75965,"$25,000 under $50,000",1390,487,794,847,27068,2824
75965,"$50,000 under $75,000",830,544,1042,1014,34229,4264
75965,"$75,000 under $100,000",620,718,1297,1325,38475,5090
75965,"$100,000 under $200,000",810,1670,2749,3153,85302,14360
75965,"$200,000 or more",250,1441,1867,4072,95624,24711
,,,,,,,
75966,,1690,337,698,1134,40289,5767
75966,"$1 under $25,000",810,49,0,98,1360,114
75966,"$25,000 under $50,000",380,48,158,131,6480,640
75966,"$50,000 under $75,000",240,52,188,231,9416,1139
75966,"$75,000 under $100,000",120,45,0,226,7127,906
75966,"$100,000 under $200,000",140,143,352,448,15906,2968
75966,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75968,,710,109,242,242,19784,2713
75968,"$1 under $25,000",320,0,0,0,623,57
75968,"$25,000 under $50,000",140,0,0,0,2566,254
75968,"$50,000 under $75,000",110,61,141,154,4089,509
75968,"$75,000 under $100,000",70,0,0,0,4056,492
75968,"$100,000 under $200,000",70,48,101,88,8450,1401
75968,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75969,,1570,448,694,798,45220,6747
75969,"$1 under $25,000",670,43,0,0,1699,157
75969,"$25,000 under $50,000",400,0,0,137,7240,705
75969,"$50,000 under $75,000",240,116,232,139,9532,1090
75969,"$75,000 under $100,000",130,118,182,200,7858,1014
75969,"$100,000 under $200,000",110,171,280,322,10341,1700
75969,"$200,000 or more",20,0,0,0,8550,2081
,,,,,,,
75972,,2600,501,812,1939,61829,9873
75972,"$1 under $25,000",1320,47,0,121,2776,237
75972,"$25,000 under $50,000",660,94,285,237,11296,1147
75972,"$50,000 under $75,000",320,118,296,300,12106,1488
75972,"$75,000 under $100,000",130,60,0,257,8187,1148
75972,"$100,000 under $200,000",140,182,231,606,15000,2653
75972,"$200,000 or more",30,0,0,418,12464,3200
,,,,,,,
75973,,1030,267,567,818,30422,4544
75973,"$1 under $25,000",430,59,105,0,879,75
75973,"$25,000 under $50,000",250,0,0,136,4289,437
75973,"$50,000 under $75,000",170,77,188,171,6487,771
75973,"$75,000 under $100,000",70,0,0,171,4014,503
75973,"$100,000 under $200,000",90,131,274,340,8466,1413
75973,"$200,000 or more",20,0,0,0,6287,1345
,,,,,,,
75974,,1190,203,446,910,35315,5937
75974,"$1 under $25,000",510,0,0,0,935,78
75974,"$25,000 under $50,000",340,24,0,90,5807,550
75974,"$50,000 under $75,000",140,48,260,180,5196,562
75974,"$75,000 under $100,000",100,55,0,150,6141,837
75974,"$100,000 under $200,000",100,76,186,490,17236,3910
75974,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75975,,1430,251,712,750,34297,4837
75975,"$1 under $25,000",650,0,148,0,1314,116
75975,"$25,000 under $50,000",370,53,0,210,6316,616
75975,"$50,000 under $75,000",180,33,138,157,7168,867
75975,"$75,000 under $100,000",120,64,182,183,6942,882
75975,"$100,000 under $200,000",110,101,244,200,12557,2356
75975,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75977,,250,0,0,0,4818,609
75977,"$1 under $25,000",130,0,0,0,284,27
75977,"$25,000 under $50,000",60,0,0,0,955,87
75977,"$50,000 under $75,000",30,0,0,0,1188,132
75977,"$75,000 under $100,000",30,0,0,0,2391,363
75977,"$100,000 under $200,000",0,0,0,0,0,0
75977,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75979,,3200,998,1638,2518,95225,14897
75979,"$1 under $25,000",1410,71,0,83,2756,246
75979,"$25,000 under $50,000",850,143,348,321,14892,1517
75979,"$50,000 under $75,000",430,166,286,385,16792,2009
75979,"$75,000 under $100,000",240,148,270,405,14510,1881
75979,"$100,000 under $200,000",210,260,471,588,21700,3698
75979,"$200,000 or more",60,210,263,736,24575,5546
,,,,,,,
75980,,980,233,402,384,26873,4149
75980,"$1 under $25,000",430,0,0,0,742,71
75980,"$25,000 under $50,000",240,46,0,93,4443,464
75980,"$50,000 under $75,000",150,70,254,128,5965,713
75980,"$75,000 under $100,000",80,0,0,0,4647,612
75980,"$100,000 under $200,000",80,117,148,163,11076,2289
75980,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76001,,13970,20218,30494,22029,597631,101403
76001,"$1 under $25,000",4810,814,1477,508,11247,934
76001,"$25,000 under $50,000",3100,2639,4302,2142,55246,5322
76001,"$50,000 under $75,000",1980,3040,5162,2818,77371,9269
76001,"$75,000 under $100,000",1540,3417,5475,3385,93094,12274
76001,"$100,000 under $200,000",2140,7442,11056,8487,220203,37434
76001,"$200,000 or more",400,2866,3022,4689,140470,36170
,,,,,,,
76002,,14150,16947,34331,17831,448724,61827
76002,"$1 under $25,000",4820,1090,2106,573,11465,897
76002,"$25,000 under $50,000",3420,3141,6328,2977,59521,5382
76002,"$50,000 under $75,000",2420,4128,8398,4025,91003,10397
76002,"$75,000 under $100,000",1740,3845,7782,3808,103791,13426
76002,"$100,000 under $200,000",1630,4401,9055,5743,157200,25857
76002,"$200,000 or more",120,342,662,705,25744,5868
,,,,,,,
76006,,13020,10456,12427,13150,535204,98750
76006,"$1 under $25,000",5570,398,528,440,18116,1415
76006,"$25,000 under $50,000",3970,828,1176,1797,81499,8740
76006,"$50,000 under $75,000",1400,1126,1447,1376,60614,8569
