"ZIP
code [1]",Size of adjusted gross income,Number of returns,Real estate taxes,Mortgage interest paid,Total Charitable Contributions,Taxable income,Income tax
,,,,,,,
,,-1,-60,-64,-66,-68,-100
75104,"$100,000 under $200,000",2220,7977,12534,11681,219001,37095
75104,"$200,000 or more",470,3886,4819,6847,187569,48202
,,,,,,,
75105,,150,0,0,0,4273,537
75105,"$1 under $25,000",50,0,0,0,0,0
75105,"$25,000 under $50,000",40,0,0,0,782,82
75105,"$50,000 under $75,000",30,0,0,0,947,104
75105,"$75,000 under $100,000",30,0,0,0,2544,351
75105,"$100,000 under $200,000",0,0,0,0,0,0
75105,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75109,,1680,2123,2901,1541,72154,12815
75109,"$1 under $25,000",590,64,153,0,1135,105
75109,"$25,000 under $50,000",360,288,415,162,5901,577
75109,"$50,000 under $75,000",270,313,434,216,10432,1264
75109,"$75,000 under $100,000",190,317,402,232,11035,1409
75109,"$100,000 under $200,000",210,706,962,511,21812,3671
75109,"$200,000 or more",60,435,535,420,21839,5789
,,,,,,,
75110,,11450,4200,5258,7272,266687,41641
75110,"$1 under $25,000",5550,241,365,234,10971,939
75110,"$25,000 under $50,000",3250,558,757,742,48767,4457
75110,"$50,000 under $75,000",1230,630,856,1007,46809,5469
75110,"$75,000 under $100,000",630,600,951,1037,38107,4908
75110,"$100,000 under $200,000",640,1314,1696,2215,65335,10890
75110,"$200,000 or more",150,857,633,2037,56698,14978
,,,,,,,
75114,,2300,2139,3374,2218,85051,12871
75114,"$1 under $25,000",740,84,147,67,1701,145
75114,"$25,000 under $50,000",560,291,478,204,10067,1010
75114,"$50,000 under $75,000",370,357,595,279,14530,1688
75114,"$75,000 under $100,000",280,423,736,286,16967,2185
75114,"$100,000 under $200,000",310,776,1131,1008,31374,5230
75114,"$200,000 or more",40,208,287,374,10412,2613
,,,,,,,
75115,,24450,26351,45853,52162,715204,108949
75115,"$1 under $25,000",9350,1600,3197,2089,20679,1648
75115,"$25,000 under $50,000",6870,4939,8934,8995,122341,11588
75115,"$50,000 under $75,000",3580,5884,10472,10333,135704,16954
75115,"$75,000 under $100,000",2070,4859,8479,9218,120638,16861
75115,"$100,000 under $200,000",2240,6910,11948,15800,217320,36690
75115,"$200,000 or more",340,2159,2823,5727,98522,25208
,,,,,,,
75116,,8820,3634,5650,6746,192969,26500
75116,"$1 under $25,000",3890,364,621,380,8865,705
75116,"$25,000 under $50,000",2690,807,1449,1411,43810,4000
75116,"$50,000 under $75,000",1220,875,1335,1485,46335,5579
75116,"$75,000 under $100,000",500,527,827,1118,30392,4007
75116,"$100,000 under $200,000",460,795,1099,1896,45331,7487
75116,"$200,000 or more",60,266,319,456,18236,4722
,,,,,,,
75117,,1640,811,1828,1156,50067,7652
75117,"$1 under $25,000",690,46,0,76,1364,127
75117,"$25,000 under $50,000",380,110,358,127,6751,711
75117,"$50,000 under $75,000",240,144,331,214,9427,1100
75117,"$75,000 under $100,000",150,137,323,215,9376,1217
75117,"$100,000 under $200,000",160,374,816,524,16424,2751
75117,"$200,000 or more",20,0,0,0,6725,1746
,,,,,,,
75119,,10810,5411,8237,7323,293737,44797
75119,"$1 under $25,000",4680,335,457,309,10662,884
75119,"$25,000 under $50,000",3000,646,941,842,48510,4559
75119,"$50,000 under $75,000",1360,727,1319,976,53528,6337
75119,"$75,000 under $100,000",790,875,1513,904,47886,6190
75119,"$100,000 under $200,000",820,1854,2894,2504,83475,13724
75119,"$200,000 or more",160,974,1113,1788,49676,13103
,,,,,,,
75124,,1800,875,1309,1426,48712,7141
75124,"$1 under $25,000",810,64,0,49,1653,148
75124,"$25,000 under $50,000",420,89,278,129,7319,742
75124,"$50,000 under $75,000",240,145,267,282,9423,1111
75124,"$75,000 under $100,000",170,170,251,212,9955,1248
75124,"$100,000 under $200,000",140,407,513,754,14506,2413
75124,"$200,000 or more",20,0,0,0,5856,1479
,,,,,,,
75125,,2870,775,1552,1210,58239,7676
75125,"$1 under $25,000",1320,59,120,79,2501,197
75125,"$25,000 under $50,000",860,182,388,379,13377,1180
75125,"$50,000 under $75,000",370,155,365,279,13908,1648
75125,"$75,000 under $100,000",160,113,221,227,9802,1274
75125,"$100,000 under $200,000",160,266,458,246,18651,3377
75125,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75126,,17070,28262,45961,24794,741905,114936
75126,"$1 under $25,000",4570,936,1241,618,10888,938
75126,"$25,000 under $50,000",3710,3818,6224,2364,67067,6351
75126,"$50,000 under $75,000",3030,5378,8894,3945,114177,12888
75126,"$75,000 under $100,000",2390,5578,9852,4388,140729,17414
75126,"$100,000 under $200,000",2990,10260,16581,9164,291653,47055
75126,"$200,000 or more",380,2292,3169,4315,117391,30290
,,,,,,,
75127,,660,121,383,209,14466,1908
75127,"$1 under $25,000",300,0,0,0,602,58
75127,"$25,000 under $50,000",160,0,184,110,2424,216
75127,"$50,000 under $75,000",100,53,0,0,3721,422
75127,"$75,000 under $100,000",60,68,199,99,3457,448
75127,"$100,000 under $200,000",40,0,0,0,4262,764
75127,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75134,,9010,4528,10844,10558,149519,17439
75134,"$1 under $25,000",4230,414,1080,695,8563,646
75134,"$25,000 under $50,000",2930,1697,3782,3644,48396,4185
75134,"$50,000 under $75,000",1170,1328,3531,3066,43740,5260
75134,"$75,000 under $100,000",420,578,1368,1586,24527,3298
75134,"$100,000 under $200,000",260,511,1083,1567,24293,4050
75134,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75135,,2600,2197,3709,2065,89122,12901
75135,"$1 under $25,000",930,135,203,93,2030,184
75135,"$25,000 under $50,000",560,239,447,204,9119,848
75135,"$50,000 under $75,000",410,332,507,196,15801,1787
75135,"$75,000 under $100,000",350,511,853,473,21122,2558
75135,"$100,000 under $200,000",320,834,1699,891,31917,5182
75135,"$200,000 or more",30,146,0,208,9133,2342
,,,,,,,
75137,,9200,7383,11430,14572,292537,48898
75137,"$1 under $25,000",3610,469,914,597,8196,657
75137,"$25,000 under $50,000",2540,1249,2406,2056,44383,4223
75137,"$50,000 under $75,000",1280,1344,2403,2624,49246,6047
75137,"$75,000 under $100,000",760,1173,1912,2232,46070,6375
75137,"$100,000 under $200,000",850,2313,3067,4774,86429,14741
75137,"$200,000 or more",160,835,728,2289,58213,16855
,,,,,,,
75140,,2700,969,1639,1569,71426,10268
75140,"$1 under $25,000",1200,73,169,79,2466,227
75140,"$25,000 under $50,000",600,110,176,139,9588,944
75140,"$50,000 under $75,000",400,153,213,295,15154,1755
75140,"$75,000 under $100,000",250,190,379,218,14976,1861
75140,"$100,000 under $200,000",220,322,702,484,20916,3397
75140,"$200,000 or more",30,121,0,354,8326,2084
,,,,,,,
75141,,1510,277,670,1012,23122,2836
75141,"$1 under $25,000",730,33,0,65,1451,119
75141,"$25,000 under $50,000",520,84,336,377,7970,694
75141,"$50,000 under $75,000",160,72,207,199,5774,711
75141,"$75,000 under $100,000",60,88,127,371,3681,503
75141,"$100,000 under $200,000",40,0,0,0,4246,809
75141,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75142,,8180,4470,8145,6916,244930,38459
75142,"$1 under $25,000",3240,244,452,187,6807,599
75142,"$25,000 under $50,000",2270,580,1174,732,37602,3571
75142,"$50,000 under $75,000",1160,725,1397,847,44755,5228
75142,"$75,000 under $100,000",630,763,1651,989,38086,4903
75142,"$100,000 under $200,000",750,1528,2726,2613,74735,12434
75142,"$200,000 or more",130,630,745,1548,42945,11724
,,,,,,,
75143,,5620,2873,4232,3295,150435,22984
75143,"$1 under $25,000",2500,178,250,146,4684,430
75143,"$25,000 under $50,000",1450,332,570,416,25125,2578
75143,"$50,000 under $75,000",750,449,726,368,29555,3590
75143,"$75,000 under $100,000",430,489,800,501,26005,3511
75143,"$100,000 under $200,000",390,891,1186,1063,39066,6572
75143,"$200,000 or more",100,534,700,801,26000,6303
,,,,,,,
75144,,1310,668,925,758,41222,7075
75144,"$1 under $25,000",590,0,0,0,1108,112
75144,"$25,000 under $50,000",320,135,164,128,5303,521
75144,"$50,000 under $75,000",170,101,256,277,6752,784
75144,"$75,000 under $100,000",110,72,0,0,6407,814
75144,"$100,000 under $200,000",90,153,505,236,9374,1548
75144,"$200,000 or more",30,207,0,117,12278,3296
,,,,,,,
75146,,9380,5997,11686,13062,207522,28273
75146,"$1 under $25,000",4010,515,1159,668,8846,685
75146,"$25,000 under $50,000",2870,1625,3242,3153,48577,4342
75146,"$50,000 under $75,000",1360,1633,3257,3326,51610,6398
75146,"$75,000 under $100,000",610,957,1935,2514,35610,4840
75146,"$100,000 under $200,000",480,1089,1908,2963,46494,7661
75146,"$200,000 or more",50,178,185,438,16385,4347
,,,,,,,
75147,,3010,1471,2089,1938,79756,11641
75147,"$1 under $25,000",1300,96,121,78,2485,214
75147,"$25,000 under $50,000",770,187,306,253,12949,1284
75147,"$50,000 under $75,000",420,261,350,289,15732,1836
75147,"$75,000 under $100,000",260,291,479,312,15382,1936
75147,"$100,000 under $200,000",220,401,833,590,22466,3694
75147,"$200,000 or more",40,235,0,416,10742,2677
,,,,,,,
75148,,2310,1442,1705,1539,64047,10704
75148,"$1 under $25,000",1140,73,0,50,2411,217
75148,"$25,000 under $50,000",510,149,334,209,8554,852
75148,"$50,000 under $75,000",280,192,277,275,10501,1250
75148,"$75,000 under $100,000",170,131,180,144,9615,1213
75148,"$100,000 under $200,000",170,516,537,518,17129,2872
75148,"$200,000 or more",40,381,377,343,15837,4300
,,,,,,,
75149,,24810,7713,13817,14919,511225,68602
75149,"$1 under $25,000",11460,500,998,777,25096,2060
75149,"$25,000 under $50,000",7490,1859,3784,3024,124041,11560
75149,"$50,000 under $75,000",3030,1786,3500,3212,116467,13822
75149,"$75,000 under $100,000",1490,1224,2290,2507,90927,12139
75149,"$100,000 under $200,000",1230,1887,2777,4246,120541,19994
75149,"$200,000 or more",110,457,468,1153,34153,9027
,,,,,,,
75150,,27280,7809,14101,15560,592607,80137
75150,"$1 under $25,000",11870,572,993,860,28597,2386
75150,"$25,000 under $50,000",8860,1791,3722,3314,155064,14908
75150,"$50,000 under $75,000",3460,1891,3571,3322,136212,16889
75150,"$75,000 under $100,000",1560,1347,2454,2794,96688,13345
75150,"$100,000 under $200,000",1410,1864,2944,4402,140810,23971
75150,"$200,000 or more",120,344,417,868,35236,8638
,,,,,,,
75152,,2090,1113,2213,1638,69514,11165
75152,"$1 under $25,000",770,0,0,0,1662,143
75152,"$25,000 under $50,000",560,186,350,214,9133,874
75152,"$50,000 under $75,000",320,175,409,251,12166,1434
75152,"$75,000 under $100,000",190,199,428,291,11150,1450
75152,"$100,000 under $200,000",210,363,783,575,21421,3504
75152,"$200,000 or more",40,190,243,307,13982,3760
,,,,,,,
75153,,300,83,147,82,6855,914
75153,"$1 under $25,000",140,0,0,0,330,29
75153,"$25,000 under $50,000",90,0,147,82,1441,144
75153,"$50,000 under $75,000",50,83,0,0,2342,299
75153,"$75,000 under $100,000",0,0,0,0,0,0
75153,"$100,000 under $200,000",20,0,0,0,2742,442
75153,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75154,,17260,18515,30554,24879,590781,91561
75154,"$1 under $25,000",6190,1098,1848,854,13989,1197
75154,"$25,000 under $50,000",4390,2913,4928,3506,75891,7081
75154,"$50,000 under $75,000",2640,3726,6688,4541,99227,11622
75154,"$75,000 under $100,000",1730,3215,5636,4122,102322,13148
75154,"$100,000 under $200,000",2010,5955,9572,8694,200276,32876
75154,"$200,000 or more",300,1608,1882,3162,99076,25637
,,,,,,,
75155,,1020,230,478,261,20468,2512
75155,"$1 under $25,000",450,0,121,0,770,67
75155,"$25,000 under $50,000",310,53,0,148,4554,390
75155,"$50,000 under $75,000",140,85,201,0,5138,579
75155,"$75,000 under $100,000",60,0,0,113,3629,458
75155,"$100,000 under $200,000",60,92,156,0,6377,1018
75155,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75156,,5450,4133,5131,3640,154542,26420
75156,"$1 under $25,000",2610,322,412,201,5015,472
75156,"$25,000 under $50,000",1290,441,687,358,21500,2151
75156,"$50,000 under $75,000",680,556,734,489,26351,3171
75156,"$75,000 under $100,000",410,631,876,638,25146,3370
75156,"$100,000 under $200,000",340,1118,1269,839,34391,5837
75156,"$200,000 or more",120,1065,1153,1115,42139,11419
,,,,,,,
75158,,1910,1207,2321,1798,67680,10656
75158,"$1 under $25,000",670,58,0,0,1612,150
75158,"$25,000 under $50,000",460,127,340,239,8211,812
75158,"$50,000 under $75,000",320,207,448,249,12479,1461
75158,"$75,000 under $100,000",200,214,447,301,12167,1493
75158,"$100,000 under $200,000",220,431,763,690,21719,3617
75158,"$200,000 or more",40,170,323,319,11492,3123
,,,,,,,
75159,,7170,3386,6037,4591,165002,23397
75159,"$1 under $25,000",3110,273,516,273,6323,531
75159,"$25,000 under $50,000",2180,663,1420,899,35293,3279
75159,"$50,000 under $75,000",940,671,1299,919,35496,4190
75159,"$75,000 under $100,000",460,502,905,621,28027,3708
75159,"$100,000 under $200,000",430,991,1668,1475,42799,7154
75159,"$200,000 or more",50,286,229,404,17064,4535
,,,,,,,
75160,,10520,6598,10536,9263,302560,49576
75160,"$1 under $25,000",4660,364,549,333,9992,882
75160,"$25,000 under $50,000",2830,923,1689,1244,46987,4601
75160,"$50,000 under $75,000",1270,1050,1756,1559,49335,6050
75160,"$75,000 under $100,000",700,959,1638,1300,42321,5534
75160,"$100,000 under $200,000",860,2384,3777,3087,87479,14814
75160,"$200,000 or more",200,918,1127,1740,66446,17695
,,,,,,,
75161,,2600,1329,2525,1671,75891,11205
75161,"$1 under $25,000",1020,89,224,65,2244,206
75161,"$25,000 under $50,000",710,190,427,216,12063,1152
75161,"$50,000 under $75,000",400,213,450,266,15623,1911
75161,"$75,000 under $100,000",220,209,409,275,13609,1803
75161,"$100,000 under $200,000",230,445,1015,849,23353,3983
75161,"$200,000 or more",20,183,0,0,8999,2150
,,,,,,,
75163,,960,924,938,809,32948,5352
75163,"$1 under $25,000",400,81,174,126,801,75
75163,"$25,000 under $50,000",220,65,0,0,3749,388
75163,"$50,000 under $75,000",120,126,124,105,4565,552
75163,"$75,000 under $100,000",90,133,125,139,5719,781
75163,"$100,000 under $200,000",100,353,515,439,10825,1829
75163,"$200,000 or more",30,166,0,0,7289,1727
,,,,,,,
75165,,17470,14047,22933,21055,595109,92965
75165,"$1 under $25,000",6610,749,1106,717,14812,1250
75165,"$25,000 under $50,000",4480,1723,2999,2020,79685,7742
75165,"$50,000 under $75,000",2520,2454,4418,3047,98726,11730
75165,"$75,000 under $100,000",1680,2466,4293,3167,100906,12804
75165,"$100,000 under $200,000",1840,4720,7674,6942,188545,31516
75165,"$200,000 or more",340,1935,2443,5162,112435,27923
,,,,,,,
75166,,1820,3070,5295,2221,86736,13499
75166,"$1 under $25,000",460,108,174,59,1170,104
75166,"$25,000 under $50,000",340,335,621,162,6216,601
75166,"$50,000 under $75,000",300,529,856,273,12000,1407
75166,"$75,000 under $100,000",300,730,1286,513,17522,2199
75166,"$100,000 under $200,000",370,1128,2046,904,37280,6181
75166,"$200,000 or more",50,240,312,310,12548,3007
,,,,,,,
75167,,3600,4888,9934,5364,170080,28854
75167,"$1 under $25,000",1100,183,385,122,2464,223
75167,"$25,000 under $50,000",700,507,1083,476,11815,1152
75167,"$50,000 under $75,000",530,688,1348,531,20474,2314
75167,"$75,000 under $100,000",440,817,1664,810,26019,3221
75167,"$100,000 under $200,000",710,2057,4207,2444,69941,11320
75167,"$200,000 or more",120,636,1247,981,39367,10624
,,,,,,,
75169,,5900,2326,4953,3532,161550,24145
75169,"$1 under $25,000",2610,159,273,221,5663,527
75169,"$25,000 under $50,000",1440,295,663,511,24453,2405
75169,"$50,000 under $75,000",830,385,921,650,32497,3841
75169,"$75,000 under $100,000",490,469,906,708,29853,3930
75169,"$100,000 under $200,000",460,710,1683,978,46299,7753
75169,"$200,000 or more",70,308,507,464,22785,5689
,,,,,,,
75172,,1780,112,405,471,20928,2198
75172,"$1 under $25,000",940,0,0,0,1776,127
75172,"$25,000 under $50,000",630,52,204,284,9414,814
75172,"$50,000 under $75,000",150,60,201,187,5521,639
75172,"$75,000 under $100,000",40,0,0,0,2388,334
75172,"$100,000 under $200,000",20,0,0,0,1829,284
75172,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75173,,2000,1621,3366,1592,72575,11387
75173,"$1 under $25,000",690,59,0,59,1711,174
75173,"$25,000 under $50,000",480,195,517,123,8411,857
75173,"$50,000 under $75,000",310,305,730,203,11331,1293
75173,"$75,000 under $100,000",220,340,696,349,13482,1693
75173,"$100,000 under $200,000",270,559,1423,858,26928,4377
75173,"$200,000 or more",30,163,0,0,10712,2993
,,,,,,,
75180,,9670,2117,4337,3683,133992,15499
75180,"$1 under $25,000",5020,229,473,302,9267,749
75180,"$25,000 under $50,000",3130,858,1657,1279,46026,3948
75180,"$50,000 under $75,000",930,524,1167,1094,33788,3744
75180,"$75,000 under $100,000",380,265,623,581,22488,3004
75180,"$100,000 under $200,000",210,241,417,427,22423,4054
75180,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75181,,11640,11751,21451,16292,372281,53720
75181,"$1 under $25,000",4070,627,1092,481,9499,779
75181,"$25,000 under $50,000",2930,2294,4430,2312,49177,4375
75181,"$50,000 under $75,000",1860,2772,5297,3400,70793,8326
75181,"$75,000 under $100,000",1280,2329,4248,3186,75614,9806
75181,"$100,000 under $200,000",1390,3328,5873,5706,136864,22532
75181,"$200,000 or more",110,401,511,1207,30334,7902
,,,,,,,
75182,,2560,9175,10982,11398,225368,49842
75182,"$1 under $25,000",670,268,230,107,1426,127
75182,"$25,000 under $50,000",360,487,534,278,6630,691
75182,"$50,000 under $75,000",240,796,851,709,8363,990
75182,"$75,000 under $100,000",260,991,1237,899,14880,1907
75182,"$100,000 under $200,000",680,3716,4673,4029,69630,11538
75182,"$200,000 or more",350,2917,3457,5376,124439,34589
,,,,,,,
75189,,10440,12593,21154,10040,406043,62332
75189,"$1 under $25,000",3300,547,771,293,7832,699
75189,"$25,000 under $50,000",2440,1597,2627,967,41935,3985
75189,"$50,000 under $75,000",1750,2308,3765,1495,66874,7583
75189,"$75,000 under $100,000",1240,2441,4083,1611,74569,9334
75189,"$100,000 under $200,000",1510,4608,8154,4341,150544,24813
75189,"$200,000 or more",200,1092,1754,1333,64289,15918
,,,,,,,
75201,,7420,24810,14431,78716,1427108,399157
75201,"$1 under $25,000",1620,218,304,116,6455,531
75201,"$25,000 under $50,000",1640,332,419,518,43317,5351
75201,"$50,000 under $75,000",1290,455,835,573,61985,9918
75201,"$75,000 under $100,000",740,550,779,877,51633,9335
75201,"$100,000 under $200,000",1070,1911,2779,2012,126651,26298
75201,"$200,000 or more",1060,21344,9315,74620,1137067,347724
,,,,,,,
75202,,1620,2067,2570,1955,142518,34751
75202,"$1 under $25,000",350,0,0,0,1504,131
75202,"$25,000 under $50,000",360,127,240,152,9392,1172
75202,"$50,000 under $75,000",330,205,338,264,15644,2500
75202,"$75,000 under $100,000",180,211,337,215,12613,2285
75202,"$100,000 under $200,000",270,531,798,507,31360,6440
75202,"$200,000 or more",130,993,857,817,72005,22223
,,,,,,,
75203,,6210,624,1172,1789,80368,10776
75203,"$1 under $25,000",3600,56,0,187,6777,549
75203,"$25,000 under $50,000",1900,118,357,648,29699,2840
75203,"$50,000 under $75,000",430,111,272,403,17716,2398
75203,"$75,000 under $100,000",150,74,101,185,9665,1551
75203,"$100,000 under $200,000",130,265,442,366,16511,3438
75203,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75204,,16590,17770,20724,26492,1121351,249772
75204,"$1 under $25,000",4450,480,641,274,15223,1287
75204,"$25,000 under $50,000",4170,863,1272,817,101333,12239
75204,"$50,000 under $75,000",3140,1561,2242,1191,151124,24270
75204,"$75,000 under $100,000",1600,1530,2174,1170,114045,20835
75204,"$100,000 under $200,000",2220,5247,6770,3536,261323,54143
75204,"$200,000 or more",1010,8089,7625,19504,478303,136998
,,,,,,,
75205,,9800,92479,67024,172575,3395935,979715
75205,"$1 under $25,000",2180,1390,1273,323,6767,731
75205,"$25,000 under $50,000",1350,1965,1260,699,31772,3728
75205,"$50,000 under $75,000",970,1696,1618,866,42356,6197
75205,"$75,000 under $100,000",670,2543,2199,1168,42062,6721
